<ID|readonly|noverify>,ENGLISH,FRENCH,ITALIAN,GERMAN,SPANISH,RUSSIAN,POLISH,CZECH,TURKISH,CHINESE,JAPANESE,PORTUGUESE,UKRAINIAN,SERBIAN,HUNGARIAN,KOREAN,BELARUSIAN,ROMANIAN,TCHINESE,HCHINESE,VIETNAMESE,COMMENTS,MAX_CHARS
us_cruiser_des_moines_class,USS Des Moines,USS Des Moines,USS Des Moines,USS Des Moines,USS Des Moines,USS Des Moines,USS Des Moines,USS Des Moines,USS Des Moines,得\t梅\t因,USS デモイン,USS Des Moines,USS Des Moines,USS Des Moines,USS Des Moines,USS 디모인,USS Des Moines,USS Des Moines,德\t梅\t因 (CA-134),USS Des Moines,USS Des Moines,,
uk_frigate_whitby,HMS Whitby,HMS Whitby,HMS Whitby,HMS Whitby,HMS Whitby,HMS Whitby,HMS Whitby,HMS Whitby,HMS Whitby,惠\t特\t比,HMS ホイットビィ,HMS Whitby,HMS Whitby,HMS Whitby,HMS Whitby,HMS 휘트비,HMS Whitby,HMS Whitby,惠\t特\t比 (F36),HMS Whitby,HMS Whitby,,
uk_destroyer_restigouche_class_terranova,HMCS Terra Nova,HMCS Terra Nova,HMCS Terra Nova,HMCS Terra Nova,HMCS Terra Nova,HMCS Terra Nova,HMCS Terra Nova,HMCS Terra Nova,HMCS Terra Nova,泰\t拉\t诺\t瓦,HMCS テラ・ノヴァ,HMCS Terra Nova,HMCS Terra Nova,HMCS Terra Nova,HMCS Terra Nova,HMCS 테라 노바,HMCS Terra Nova,HMCS Terra Nova,泰\t拉\t諾\t瓦 (DDE 229),HMCS Terra Nova,HMCS Terra Nova,,
ussr_mpk_204,MPK Pr.204,MPK Pr.204,MPK pr. 204,MPK Pr. 204,MPK Pr.204,МПК Пр.204,MPK projektu 204,MPK Pr.204,MPK Pr.204,MPK Pr.204,MPK Pr.204,MPK Pr.204,МПК Пр.204,MPK Pr.204,MPK Pr.204,MPK Pr.204,МПК Пр.204,MPK Pr.204,MPK Pr.204,MPK Pr.204,MPK Pr.204,,
germ_type153_pfeil,Pfeil,◄Pfeil,Pfeil,Pfeil,Pfeil,Pfeil,Pfeil,Pfeil,Pfeil,◄\t箭,Pfeil,Pfeil,Pfeil,Pfeil,Pfeil,페일,Pfeil,Pfeil,箭 (P6193),Pfeil,Pfeil,,
us_battleship_nevada,USS Nevada,USS Nevada,USS Nevada,USS Nevada,USS Nevada,USS Nevada,USS Nevada,USS Nevada,USS Nevada,内\t华\t达,USS ネバダ,USS Nevada,USS Nevada,USS Nevada,USS Nevada,USS 네바다,USS Nevada,USS Nevada,內\t華\t達 (BB-36),USS Nevada,USS Nevada,,
fr_cruiser_dugauy_class_dugauy_trouin,Duguay-Trouin,Duguay-Trouin,Duguay-Trouin,Duguay-Trouin,Duguay-Trouin,Duguay-Trouin,Duguay-Trouin,Duguay-Trouin,Duguay-Trouin,迪\t盖·特\t鲁\t安,デュゲイ・トルーアン,Duguay-Trouin,Duguay-Trouin,Duguay-Trouin,Duguay-Trouin,뒤게-트루앵,Duguay-Trouin,Duguay-Trouin,迪\t蓋·特\t魯\t安,Duguay-Trouin,Duguay-Trouin,,
it_battleship_caio_duilio,RN Duilio,Duilio,RN Duilio,RN Duilio,RN Duilio,RN Duilio,Duilio,RN Duilio,RN Duilio,杜\t伊\t利\t奥,RN ドゥイリオ,RN Duilio,RN Duilio,RN Duilio,RN Duilio,RN 두일리오,RN Duilio,RN Duilio,杜\t伊\t利\t奧,RN Duilio,RN Duilio,,
ussr_mk_5_aa_combat_exoskeleton,AA Gunner,Canonnier AA,Contraereo,Flugabwehrschütze,Artillero AA,Боец ПВО,Przeciwlotniczy,Protiletadlový střelec,Uçak Savar topçusu,防\t空\t射\t手,対空砲手,Artilheiro-AA,Боєць ППО,AA Gunner,Légvédelmi lövész,대공 사수,Боец ПВО,AA Gunner,防\t空\t導\t彈\t兵,AA Gunner,Xạ thủ phòng không,,
ussr_mk_5_assault_combat_exoskeleton,Assault,Assaut,Assaltatore,Angreifer,Asalto,Штурмовик,Szturmowiec,Útok,Taarruz,突\t击\t兵,アサルト,Assalto,Штурмовик,Assault,Támadó,강습병,Штурмовик,Assault,突\t擊\t兵,Assault,Tấn công,,
ussr_mk_5_at_combat_exoskeleton,Antitank,Antichar,Controcarro,Panzerjäger,Antitanque,Противотанкист,Przeciwpancerny,Protitankový,Tanksavar,反\t坦\t克\t射\t手,対戦車,Antitanque,Протитанкіст,Antitank,Tankelhárító,대전차병,Противотанкист,Antitank,反\t坦\t克\t導\t彈\t兵,Antitank,Chống xe tăng,,
ussr_mk_5_sniper_combat_exoskeleton,Sniper,Tireur d'élite,Cecchino,Scharfschütze,Francotirador,Снайпер,Snajper,Odstřelovač,Keskin Nişancı,狙\t击\t手,スナイパー,Franco-atirador,Снайпер,Sniper,Mesterlövész,저격수,Снайпер,Sniper,狙\t擊\t兵,Sniper,Bắn tỉa,,
us_mk_5_aa_combat_exoskeleton,AA Gunner,Canonnier AA,Contraereo,Flugabwehrschütze,Artillero AA,Боец ПВО,Przeciwlotniczy,Protiletadlový střelec,Uçaksavar,防\t空\t射\t手,対空砲手,Artilheiro-AA,Боєць ППО,AA Gunner,Légvédelmi lövész,대공 사수,Боец ПВО,AA Gunner,防\t空\t導\t彈\t兵,AA Gunner,Xạ thủ phòng không,,
us_mk_5_assault_combat_exoskeleton,Assault,Assaut,Assaltatore,Angreifer,Asalto,Штурмовик,Szturm,Útok,Taarruz,突\t击\t兵,アサルト,Assalto,Штурмовик,Assault,Támadó,강습병,Штурмовик,Assault,突\t擊\t兵,Assault,Tấn công,,
us_mk_5_at_combat_exoskeleton,Antitank,Antichar,Controcarro,Panzerjäger,Antitanque,Противотанкист,Przeciwpancerny,Protitankový,Tanksavar,反\t坦\t克\t射\t手,対戦車,Antitanque,Протитанкіст,Antitank,Tankelhárító,대전차병,Противотанкист,Antitank,反\t坦\t克\t導\t彈\t兵,Antitank,Chống xe tăng,,
us_mk_5_sniper_combat_exoskeleton,Sniper,Tireur d'élite,Cecchino,Scharfschütze,Francotirador,Снайпер,Snajper,Odstřelovač,Keskin Nişancı,狙\t击\t手,スナイパー,Franco-atirador,Снайпер,Sniper,Mesterlövész!,저격수,Снайпер,Sniper,狙\t擊\t兵,Sniper,Bắn tỉa,,
fr_amd_35_sa35,AMD.35 (SA35),AMD.35 (SA35),AMD.35 (SA35),AMD.35 (SA35),AMD.35 (SA35),AMD.35 (SA35),AMD.35 (SA35),AMD.35 (SA35),AMD.35 (SA35),AMD 35/SA35,AMD.35（SA35）,AMD.35 (SA35),AMD.35 (SA35),AMD.35 (SA35),AMD.35 (SA35),AMD.35 (SA35),AMD.35 (SA35),AMD.35 (SA35),AMD.35 (SA35),AMD.35 (SA35),AMD.35 (SA35),,
cn_qn506,QN506,QN506,QN506,QN506,QN506,QN506,QN-506,QN506,QN506,QN506,QN-506,QN506,QN506,QN506,QN506,QN506,QN506,QN506,QN506,QN506,QN506,,
ussr_cruiser_shcherbakov,Shcherbakov,Shcherbakov,Shcherbakov,Shcherbakov,Shcherbakov,Щербаков,Szczerbakow,Ščerbakov,Shcherbakov,谢\t尔\t巴\t科\t夫,シチェルバコフ,Shcherbakov,Щєрбаков,Shcherbakov,Shcherbakov,셰르바코프,Щербаков,Shcherbakov,謝\t爾\t巴\t科\t夫,Shcherbakov,Shcherbakov,,
germ_s_700_s_701,S-701,S-701,S-701,S 701,S-701,S-701,S-701,S-701,S-701,S 701,S-701,S-701,S-701,S-701,S-701,S-701,S-701,S-701,S-701,S-701,S-701,,
uk_centurion_mk_2,Centurion Mk.2,Centurion Mk 2,Centurion Mk.2,Centurion Mk.2,Centurion Mk.2,Centurion Mk.2,Centurion Mk.2,Centurion Mk.2,Centurion Mk.2,百\t夫\t长 Mk 2,センチュリオン Mk.2,Centurion Mk.2,Centurion Mk.2,Centurion Mk.2,Centurion Mk.2,센츄리온 Mk.2,Centurion Mk.2,Centurion Mk.2,百\t夫\t長 Mk.2,Centurion Mk.2,Centurion Mk.2,,
fr_destroyer_jaguar_class_chacal,Chacal,Chacal,Chacal,Chacal,Chacal,Chacal,Chacal,Chacal,Chacal,胡\t狼,シャカル,Chacal,Chacal,Chacal,Chacal,샤칼,Chacal,Chacal,胡\t狼,Chacal,Chacal,,
germ_destroyer_class1936c_z46,Z46,Z46,Z46,Z 46,Z46,Z46,Z46,Z46,Z46,Z 46,Z46,Z46,Z46,Z46,Z46,Z46,Z46,Z46,Z46,Z46,Z46,,
ussr_destroyer_pr56_bravy,Bravy,Bravy,Bravy,Bravy,Bravy,Бравый,Brawyj,Bravij,Bravy,威\t武,ブラーヴイ,Bravy,Бравий,Bravy,Bravy,브라비,Бравый,Bravy,威\t武,Bravy,Bravy,,
jp_battleship_ise,IJN Ise,Ise,Ise,Ise,IJN Ise,IJN Ise,Ise,IJN Ise,IJN Ise,伊\t势,伊勢,MIJ Ise,IJN Ise,IJN Ise,IJN Ise,IJN 이세,IJN Ise,IJN Ise,伊\t勢,IJN Ise,IJN Ise,,
uk_destroyer_daring_class_daring,HMS Daring,HMS Daring,HMS Daring,HMS Daring,HMS Daring,HMS Daring,HMS Daring,HMS Daring,HMS Daring,勇\t敢,HMS デアリング,HMS Daring,HMS Daring,HMS Daring,HMS Daring,HMS 데어링,HMS Daring,HMS Daring,勇\t敢 (D05),HMS Daring,HMS Daring,,
fr_cruiser_dugauy_class_primaguet,Primauguet,Primauguet,Primauguet,Primauguet,Primauguet,Primauguet,Primauguet,Primauguet,Primauguet,普\t利\t茅\t盖\t特,プリモゲ,Primauguet,Primauguet,Primauguet,Primauguet,프리모게,Primauguet,Primauguet,普\t利\t茅\t蓋\t特,Primauguet,Primauguet,,
fr_cruiser_jeanne_darc,Jeanne d'Arc,Jeanne d'Arc,Jeanne d'Arc,Jeanne d'Arc,Jeanne d'Arc,Jeanne d'Arc,Jeanne d'Arc,Jeanne d'Arc,Jeanne d'Arc,圣\t女\t贞\t德,ジャンヌ・ダルク,Jeanne d'Arc,Jeanne d'Arc,Jeanne d'Arc,Jeanne d'Arc,잔다르크,Jeanne d'Arc,Jeanne d'Arc,聖\t女\t貞\t德,Jeanne d'Arc,Jeanne d'Arc,,
fr_cruiser_suffren_class_colbert,Colbert,Colbert,Colbert,Colbert,Colbert,Colbert,Colbert,Colbert,Colbert,科\t尔\t伯\t特,コルベール,Colbert,Colbert,Colbert,Colbert,콜베르,Colbert,Colbert,科\t爾\t伯\t特,Colbert,Colbert,,
fr_destroyer_le_fantasque_class_le_malin,Le Malin,Le Malin,Le Malin,Le Malin,Le Malin,Le Malin,Le Malin,Le Malin,Le Malin,恶\t毒,ル・マラン,Le Malin,Le Malin,Le Malin,Le Malin,르 말랭,Le Malin,Le Malin,惡\t毒,Le Malin,Le Malin,,
fr_destroyer_jaguar_class_panthere,Panthere,Panthère,Panthere,Panthere,Panthere,Panthere,Panthere,Panthere,Panthere,黑\t豹,パンター,Panthere,Panthere,Panthere,Panthere,판테르,Panthere,Panthere,黑\t豹,Panthere,Panthere,,
fr_destroyer_aigle_class_vautour,Vautour,Vautour,Vautour,Vautour,Vautour,Vautour,Vautour,Vautour,Vautour,秃\t鹰,ボートゥール,Vautour,Vautour,Vautour,Vautour,보투르,Vautour,Vautour,禿\t鷹,Vautour,Vautour,,
fr_destroyer_bourrasque_class_bourrasque,Bourrasque,Bourrasque,Bourrasque,Bourrasque,Bourrasque,Bourrasque,Bourrasque,Bourrasque,Bourrasque,狂\t风,ブーラスク,Bourrasque,Bourrasque,Bourrasque,Bourrasque,부라스크,Bourrasque,Bourrasque,暴\t風\t雪,Bourrasque,Bourrasque,,
fr_destroyer_aigle_class_milan,Milan,Milan,Milan,Milan,Milan,Milan,Milan,Milan,Milan,齿\t鹰,ミラン,Milan,Milan,Milan,Milan,밀란,Milan,Milan,米\t蘭,Milan,Milan,,
fr_battleship_courbet_class_paris,Paris,Paris,Paris,Paris,Paris,Paris,Paris,Paris,Paris,巴\t黎,パリ,Paris,Paris,Paris,Paris,파리,Paris,Paris,巴\t黎,Paris,Paris,,
fr_battleship_bretagne_class_lorraine,Lorraine,Lorraine,Lorraine,Lorraine,Lorraine,Lorraine,Lorraine,Lorraine,Lorraine,洛\t林,ロレーヌ,Lorraine,Lorraine,Lorraine,Lorraine,로렌,Lorraine,Lorraine,洛\t林,Lorraine,Lorraine,,
fr_destroyer_jaguar_class_leopard,Leopard,Léopard,Leopard,Léopard,Leopard,Leopard,Leopard,Leopard,Leopard,花\t豹,レオパール,Leopard,Leopard,Leopard,Leopard,레오파르,Leopard,Leopard,花\t豹,Leopard,Leopard,,
fr_cruiser_emile_bertin,Emile Bertin,Emile Bertin,Emile Bertin,Émile Bertin,Emile Bertin,Emile Bertin,Emile Bertin,Emile Bertin,Emile Bertin,埃\t米\t尔·贝\t尔\t廷,エミール・ベルタン,Emile Bertin,Emile Bertin,Emile Bertin,Emile Bertin,에밀 베르탱,Emile Bertin,Emile Bertin,埃\t米\t爾·貝\t爾\t廷,Emile Bertin,Emile Bertin,,
fr_destroyer_marceau_class_marceau,Marceau,Marceau,Marceau,Marceau,Marceau,Marceau,Marceau,Marceau,Marceau,马\t叟,マルソー,Marceau,Marceau,Marceau,Marceau,마르소,Marceau,Marceau,馬\t叟,Marceau,Marceau,,
it_mc_485,MC-485,MC-485,MC-485,MC 485,MC-485,MC-485,MC-485,MC-485,MC-485,MC-485,MC-485,MC-485,MC-485,MC 485,MC-485,MC-485,MC-485,MC-485,MC 485,MC-485,MC-485,,
uk_battlecruiser_renown,HMS Renown,HMS Renown,HMS Renown,HMS Renown,HMS Renown,HMS Renown,HMS Renown,HMS Renown,HMS Renown,声\t望,HMS レナウン,HMS Renown,HMS Renown,HMS Renown,HMS Renown,HMS 리나운,HMS Renown,HMS Renown,聲\t望 (72),HMS Renown,HMS Renown,,
fr_cruiser_suffren_class_dupleix,Dupleix,Dupleix,Dupleix,Dupleix,Dupleix,Dupleix,Dupleix,Dupleix,Dupleix,杜\t布\t雷,デュプレクス,Dupleix,Dupleix,Dupleix,Dupleix,뒤플렉스,Dupleix,Dupleix,"杜\t布\t雷
",Dupleix,Dupleix,,
jp_destroyer_hatsuzuki,IJN Hatsuzuki,Hatsuzuki,Hatsuzuki,Hatsuzuki,IJN Hatsuzuki,IJN Hatsuzuki,Hatsuzuki,IJN Hacuzuki,IJN Hatsuzuki,初\t月,初月,MIJ Hatsuzuki,IJN Hatsuzuki,IJN Hatsuzuki,IJN Hatsuzuki,IJN 하츠즈키,IJN Hatsuzuki,IJN Hatsuzuki,初\t月,IJN Hatsuzuki,IJN Hatsuzuki,,
us_battleship_texas,USS Texas,USS Texas,USS Texas,USS Texas,USS Texas,USS Texas,USS Texas,USS Texas,USS Texas,德\t克\t萨\t斯,USS テキサス,USS Texas,USS Texas,USS Texas,USS Texas,USS 텍사스,USS Texas,USS Texas,德\t克\t薩\t斯 (BB-35),USS Texas,USS Texas,,
jp_type7_pt808,PT-808,PT-808,PT-808,PT-808,PT-808,PT-808,PT-808,PT-808,PT-808,PT-808,7号型魚雷艇,PT-808,PT-808,PT-808,PT-808,PT-808,PT-808,PT-808,PT-808,PT-808,PT-808,,
us_battleship_arkansas,USS Arkansas,USS Arkansas,USS Arkansas,USS Arkansas,USS Arkansas,USS Arkansas,USS Arkansas,USS Arkansas,USS Arkansas,阿\t肯\t色,USS アーカンソー,USS Arkansas,USS Arkansas,USS Arkansas,USS Arkansas,USS 아칸소,USS Arkansas,USS Arkansas,阿\t肯\t色 (BB-33),USS Arkansas,USS Arkansas,,
germ_battleship_nassau,SMS Nassau,SMS Nassau,Nassau,SMS Nassau,SMS Nassau,SMS Nassau,SMS Nassau,SMS Nassau,SMS Nassau,拿\t骚,SMS ナッサウ,SMS Nassau,SMS Nassau,SMS Nassau,SMS Nassau,SMS 나사우,SMS Nassau,SMS Nassau,拿\t騷,SMS Nassau,SMS Nassau,,
ussr_battleship_marat,Marat,Marat,Marat,Marat,Marat,Марат,Marat,Marat,Marat,马\t拉,マラート,Marat,Марат,Marat,Marat,마라,Марат,Marat,馬\t拉,Marat,Marat,,
germ_minelayer_drache,Drache,Drache,Drache,Drache,Drache,Drache,Drache,Drache,Drache,天\t龙\t座,ドラッヘ,Drache,Drache,Drache,Drache,드라흐,Drache,Drache,天\t龍\t座,Drache,Drache,,
jp_destroyer_momi,IJN Momi,Momi,Momi,Momi,IJN Momi,IJN Momi,Momi,IJN Momi,IJN Momi,枞,樅,MIJ Momi,IJN Momi,IJN Momi,IJN Momi,IJN 모미,IJN Momi,IJN Momi,樅,IJN Momi,IJN Momi,,
it_destroyer_impetuoso_class_impetuoso,Impetuoso,Impetuoso,Impetuoso,Impetuoso,Impetuoso,Impetuoso,Impetuoso,Impetuoso,Impetuoso,冲\t锋,インペトゥオーソ,Impetuoso,Impetuoso,Impetuoso,Impetuoso,임페투오소,Impetuoso,Impetuoso,衝\t鋒\t(D 558),Impetuoso,Impetuoso,,
jp_armoredcruiser_kurama,IJN Kurama,Kurama,Kurama,Kurama,IJN Kurama,IJN Kurama,Kurama,IJN Kurama,IJN Kurama,鞍\t马,鞍馬型鞍馬,MIJ Kurama,IJN Kurama,IJN Kurama,IJN Kurama,IJN 쿠라마,IJN Kurama,IJN Kurama,鞍\t馬,IJN Kurama,IJN Kurama,,
jp_battleship_yamashiro,IJN Yamashiro,Yamashiro,Yamashiro,Yamashiro,IJN Yamashiro,IJN Yamashiro,Yamashiro,IJN Jamaširo,IJN Yamashiro,山\t城,山城,MIJ Yamashiro,IJN Yamashiro,IJN Yamashiro,IJN Yamashiro,IJN 야마시로,IJN Yamashiro,IJN Yamashiro,山\t城,IJN Yamashiro,IJN Yamashiro,,
uk_battleship_iron_duke,HMS Iron Duke,HMS Iron Duke,HMS Iron Duke,HMS Iron Duke,HMS Iron Duke,HMS Iron Duke,HMS Iron Duke,HMS Iron Duke,HMS Iron Duke,铁\t公\t爵,HMS アイアン・デューク,HMS Iron Duke,HMS Iron Duke,HMS Iron Duke,HMS Iron Duke,HMS 아이언듀크,HMS Iron Duke,HMS Iron Duke,鐵\t公\t爵 (18),HMS Iron Duke,HMS Iron Duke,,
uk_gay_class_archer,HMS Gay Archer,HMS Gay Archer,HMS Gay Archer,HMS Gay Archer,HMS Gay Archer,HMS Gay Archer,HMS Gay Archer,HMS Gay Archer,HMS Gay Archer,欢\t快\t弓\t手,HMS ゲイ・アーチャー,HMS Gay Archer,HMS Gay Archer,HMS Gay Archer,HMS Gay Archer,HMS 게이 아처,HMS Gay Archer,HMS Gay Archer,愉\t悅\t弓\t手 (1041),HMS Gay Archer,HMS Gay Archer,,
it_battleship_conte_di_cavour,RN Conte di Cavour,Conte di Cavour,RN Conte di Cavour,RN Conte di Cavour,RN Conte di Cavour,RN Conte di Cavour,Conte di Cavour,RN Conte di Cavour,RN Conte di Cavour,加\t富\t尔\t伯\t爵,RN コンテ・ディ・カブール,RN Conte di Cavour,RN Conte di Cavour,RN Conte di Cavour,RN Conte di Cavour,RN 콘테 디 카보우르,RN Conte di Cavour,RN Conte di Cavour,加\t富\t爾\t伯\t爵,RN Conte di Cavour,RN Conte di Cavour,,
germ_battleship_sachsen,SMS Sachsen,SMS Sachsen,SMS Sachsen,SMS Sachsen,SMS Sachsen,SMS Sachsen,SMS Sachsen,SMS Sachsen,SMS Sachsen,萨\t克\t森,SMS ザクセン,SMS Sachsen,SMS Sachsen,SMS Sachsen,SMS Sachsen,SMS 작센,SMS Sachsen,SMS Sachsen,薩\t克\t森,SMS Sachsen,SMS Sachsen,,
fr_destroyer_hunt_3series,La Combattante,La Combattante,La Combattante,La Combattante,La Combattante,La Combattante,La Combattante,La Combattante,La Combattante,斗\t士,ラ・コンバタント,La Combattante,La Combattante,La Combattante,La Combattante,라 콤바탄트,La Combattante,La Combattante,鬥\t士,La Combattante,La Combattante,,
ussr_destroyer_pr45,Opytny,Opytny,Opytny,Opytny,Opytny,Опытный,Opytnyj,Opytnij,Opytny,实\t验,オピトヌイ,Opytny,Опитний,Opytny,Opytny,오피트니,Опытный,Opytny,實\t驗,Opytny,Opytny,,
germ_sub_type_7,Type VII,Type VII,Typ VII,Typ VII,Tipo VII,Тип VII,Typ VII,Typ VII,Type VII,VII 型,Type VII,Type VII,Type VII,Type VII,Type VII,7형,Тип VII,Type VII,VII 型,Type VII,Type VII,,
us_destroyer_fletcher_sub_event,USS Fletcher,USS Fletcher,USS Fletcher,USS Fletcher,USS Fletcher,USS Fletcher,USS Fletcher,USS Fletcher,USS Fletcher,弗\t莱\t彻,USS フレッチャー,USS Fletcher,USS Fletcher,USS Fletcher,USS Fletcher,USS 플레처,USS Fletcher,USS Fletcher,弗\t萊\t徹 (DD-445),USS Fletcher,USS Fletcher,,
us_frigate_tacoma_sub_event,USS Tacoma,USS Tacoma,USS Tacoma,USS Tacoma,USS Tacoma,USS Tacoma,USS Tacoma,USS Tacoma,USS Tacoma,塔\t科\t马,USS タコマ,USS Tacoma,USS Tacoma,USS Tacoma,USS Tacoma,USS 타코마,USS Tacoma,USS Tacoma,塔\t科\t馬 (PF-3),USS Tacoma,USS Tacoma,,
us_cruiser_worcester_class_roanoke,USS Roanoke,USS Roanoke,USS Roanoke,USS Roanoke,USS Roanoke,USS Roanoke,USS Roanoke,USS Roanoke,USS Roanoke,罗\t阿\t诺\t克,USS ロアノーク,USS Roanoke,USS Roanoke,USS Roanoke,USS Roanoke,USS 로어노크,USS Roanoke,USS Roanoke,羅\t阿\t諾\t克 (CL-145),USS Roanoke,USS Roanoke,,
jp_yuri_class_asagao,Asagao (YTE-01),Asagao (YTE-01),Asagao (YTE-01),Asagao,Asagao (YTE-01),Asagao (YTE-01),Asagao (YTE-01),Asagao (YTE-01),Asagao (YTE-01),朝\t颜,あさがお,Asagao (YTE-01),Asagao (YTE-01),Asagao (YTE-01),Asagao (YTE-01),아사가오 (YTE-01),Asagao (YTE-01),Asagao (YTE-01),朝\t顏 (YTE-01),Asagao (YTE-01),Asagao (YTE-01),,
uk_battleship_orion,HMS Orion,HMS Orion,HMS Orion,HMS Orion,HMS Orion,HMS Orion,HMS Orion,HMS Orion,HMS Orion,俄\t里\t翁,HMS オライオン,HMS Orion,HMS Orion,HMS Orion,HMS Orion,HMS 오리온,HMS Orion,HMS Orion,俄\t里\t翁 (52),HMS Orion,HMS Orion,,
fr_battleship_courbet_class_courbet,Courbet,Courbet,Courbet,Courbet,Courbet,Courbet,Courbet,Courbet,Courbet,孤\t拔,クールベ,Courbet,Courbet,Courbet,Courbet,쿠르베,Courbet,Courbet,孤\t拔,Courbet,Courbet,,
it_battleship_leonardo_da_vinci,RN Leonardo da Vinci,Leonardo da Vinci,RN Leonardo da Vinci,Leonardo da Vinci,RN Leonardo da Vinci,RN Leonardo da Vinci,RN Leonardo da Vinci,RN Leonardo da Vinci,RN Leonardo da Vinci,莱\t昂\t纳\t多·达·芬\t奇,RN レオナルド・ダ・ヴィンチ,RN Leonardo da Vinci,RN Leonardo da Vinci,RN Leonardo da Vinci,RN Leonardo da Vinci,RN 레오나르도 다 빈치,RN Leonardo da Vinci,RN Leonardo da Vinci,李\t奧\t納\t多·達\t文\t西,RN Leonardo da Vinci,RN Leonardo da Vinci,,
fr_destroyer_vauquelin_class_vauquelin,Vauquelin,Vauquelin,Vauquelin,Vauquelin,Vauquelin,Vauquelin,Vauquelin,Vauquelin,Vauquelin,沃\t克\t兰,ヴォークラン,Vauquelin,Vauquelin,Vauquelin,Vauquelin,보클랭,Vauquelin,Vauquelin,沃\t克\t蘭,Vauquelin,Vauquelin,,
ussr_battleship_novorossiysk,Novorossiysk,Novorossiysk,Novorossiysk,Noworossijsk,Novorossiysk,Новороссийск,Noworosyjsk,Novorossijsk,Novorossiysk,新\t罗\t西\t斯\t克,ノヴォロシースク,Novorossiysk,Новоросійськ,Novorossiysk,Novorossiysk,노보로시스크,Новороссийск,Novorossiysk,新\t羅\t西\t斯\t克,Novorossiysk,Novorossiysk,,
us_battleship_mississippi,USS Mississippi,USS Mississippi,USS Mississippi,USS Mississippi,USS Mississippi,USS Mississippi,USS Mississippi,USS Mississippi,USS Mississippi,密\t西\t西\t比,USS ミシシッピ,USS Mississippi,USS Mississippi,USS Mississippi,USS Mississippi,USS 미시시피,USS Mississippi,USS Mississippi,密\t西\t西\t比 (BB-41),USS Mississippi,USS Mississippi,,
fr_destroyer_le_fantasque_class_le_triomphant,Le Triomphant,Le Triomphant,Le Triomphant,Le Triomphant,Le Triomphant,Le Triomphant,Le Triomphant,Le Triomphant,Le Triomphant,凯\t旋,ル・トリオンファン,Le Triomphant,Le Triomphant,Le Triomphant,Le Triomphant,르 트리옹팡,Le Triomphant,Le Triomphant,凱\t旋,Le Triomphant,Le Triomphant,,
it_cruiser_bolzano,RN Bolzano,Bolzano,RN Bolzano,RN Bolzano,RN Bolzano,RN Bolzano,RN Bolzano,RN Bolzano,RN Bolzano,博\t尔\t扎\t诺,RN ボルツァーノ,RN Bolzano,RN Bolzano,RN Bolzano,RN Bolzano,RN 볼차노,RN Bolzano,RN Bolzano,博\t爾\t扎\t諾,RN Bolzano,RN Bolzano,,
jp_battleship_mutsu,IJN Mutsu,Mutsu,Mutsu,Mutsu,IJN Mutsu,IJN Mutsu,IJN Mutsu,IJN Mucu,IJN Mutsu,陆\t奥,陸奥,MIJ Mutsu,IJN Mutsu,IJN Mutsu,IJN Mutsu,IJN 무츠,IJN Mutsu,IJN Mutsu,陸\t奧,IJN Mutsu,IJN Mutsu,,
uk_destroyer_daring_class_diamond,HMS Diamond,HMS Diamond,HMS Diamond,HMS Diamond,HMS Diamond,HMS Diamond,HMS Diamond,HMS Diamond,HMS Diamond,钻\t石,HMS ダイアモンド,HMS Diamond,HMS Diamond,HMS Diamond,HMS Diamond,HMS 다이아몬드,HMS Diamond,HMS Diamond,鑽\t石 (D35),HMS Diamond,HMS Diamond,,
fr_destroyer_desaix_class_kleber,Kleber,Kleber,Kleber,Kléber,Kleber,Kleber,Kléber,Kleber,Kleber,克\t莱\t贝\t尔,クレベール,Kleber,Kleber,Kleber,Kleber,클레베르,Kleber,Kleber,克\t萊\t貝\t爾 (D603),Kleber,Kleber,,
fr_battleship_bretagne_class_bretagne,Bretagne,Bretagne,Bretagne,Bretagne,Bretagne,Bretagne,Bretagne,Bretagne,Bretagne,布\t列\t塔\t尼,ブルターニュ,Bretagne,Bretagne,Bretagne,Bretagne,브르타뉴,Bretagne,Bretagne,布\t列\t塔\t尼,Bretagne,Bretagne,,
us_frigate_dealey,USS Dealey,USS Dealey,USS Dealey,USS Dealey,USS Dealey,USS Dealey,USS Dealey,USS Dealey,USS Dealey,迪\t利,USS ディーレイ,USS Dealey,USS Dealey,USS Dealey,USS Dealey,USS 딜리,USS Dealey,USS Dealey,迪\t利 (DE-1006),USS Dealey,USS Dealey,,
germ_battleship_baden,SMS Baden,SMS Baden,SMS Baden,SMS Baden,SMS Baden,SMS Baden,SMS Baden,SMS Baden,SMS Baden,巴\t登,SMS バーデン,SMS Baden,SMS Baden,SMS Baden,SMS Baden,SMS 바덴,SMS Baden,SMS Baden,巴\t登,SMS Baden,SMS Baden,,
us_flagstaff_pgh1,USS Flagstaff,USS Flagstaff,USS Flagstaff,USS Flagstaff,USS Flagstaff,USS Flagstaff,USS Flagstaff,USS Flagstaff,USS Flagstaff,弗\t拉\t格\t斯\t塔\t夫,USS フラッグスタッフ,USS Flagstaff,USS Flagstaff,USS Flagstaff,USS Flagstaff,USS 플래그스태프,USS Flagstaff,USS Flagstaff,弗\t拉\t格\t斯\t塔\t夫\t(PGH-1),USS Flagstaff,USS Flagstaff,,
